task,method,sample_id,article_group,replicate,mrr,recall_at_1,recall_at_5,tie_size,agreement_at_5,gallery_size
heldout_method,sequence_as_set,l212-s5-ghanbari-2012,article:l212,0,,,,,0.6,119
heldout_method,sequence_as_bag,l212-s5-ghanbari-2012,article:l212,0,,,,,0.6,119
heldout_method,random_gallery,l212-s5-ghanbari-2012,article:l212,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l324-s6-zhu-2017,article:l324,0,,,,,0.4,118
heldout_method,equal_facets,l324-s6-zhu-2017,article:l324,0,,,,,0.4,118
heldout_method,gower_field_pool,l324-s6-zhu-2017,article:l324,0,,,,,0.6,118
heldout_method,sequence_as_set,l324-s6-zhu-2017,article:l324,0,,,,,0.6,118
heldout_method,sequence_as_bag,l324-s6-zhu-2017,article:l324,0,,,,,0.6,118
heldout_method,random_gallery,l324-s6-zhu-2017,article:l324,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.4,117
heldout_method,equal_facets,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.2,117
heldout_method,gower_field_pool,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.4,117
heldout_method,sequence_as_set,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.2,117
heldout_method,sequence_as_bag,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.4,117
heldout_method,random_gallery,l316-s10-chandrasekaran-2013,article:l316,0,,,,,0.3333333333333333,117
heldout_method,balanced_strict,l388-s1-benes-2018,article:l388,0,,,,,0.0,119
heldout_method,equal_facets,l388-s1-benes-2018,article:l388,0,,,,,0.0,119
heldout_method,gower_field_pool,l388-s1-benes-2018,article:l388,0,,,,,0.0,119
heldout_method,sequence_as_set,l388-s1-benes-2018,article:l388,0,,,,,0.2,119
heldout_method,sequence_as_bag,l388-s1-benes-2018,article:l388,0,,,,,0.2,119
heldout_method,random_gallery,l388-s1-benes-2018,article:l388,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l318-s4-patsidis-2014,article:l318,0,,,,,0.4,118
heldout_method,equal_facets,l318-s4-patsidis-2014,article:l318,0,,,,,0.6,118
heldout_method,gower_field_pool,l318-s4-patsidis-2014,article:l318,0,,,,,0.6,118
heldout_method,sequence_as_set,l318-s4-patsidis-2014,article:l318,0,,,,,0.2,118
heldout_method,sequence_as_bag,l318-s4-patsidis-2014,article:l318,0,,,,,0.6,118
heldout_method,random_gallery,l318-s4-patsidis-2014,article:l318,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l285-s3-pham-2012,article:l285,0,,,,,0.2,118
heldout_method,equal_facets,l285-s3-pham-2012,article:l285,0,,,,,0.2,118
heldout_method,gower_field_pool,l285-s3-pham-2012,article:l285,0,,,,,0.0,118
heldout_method,sequence_as_set,l285-s3-pham-2012,article:l285,0,,,,,0.4,118
heldout_method,sequence_as_bag,l285-s3-pham-2012,article:l285,0,,,,,0.2,118
heldout_method,random_gallery,l285-s3-pham-2012,article:l285,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l285-s1-pham-2012,article:l285,0,,,,,0.4,118
heldout_method,equal_facets,l285-s1-pham-2012,article:l285,0,,,,,0.4,118
heldout_method,gower_field_pool,l285-s1-pham-2012,article:l285,0,,,,,0.0,118
heldout_method,sequence_as_set,l285-s1-pham-2012,article:l285,0,,,,,0.4,118
heldout_method,sequence_as_bag,l285-s1-pham-2012,article:l285,0,,,,,0.4,118
heldout_method,random_gallery,l285-s1-pham-2012,article:l285,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l276-s3-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,equal_facets,l276-s3-huang-2009,article:l276,0,,,,,0.4,118
heldout_method,gower_field_pool,l276-s3-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,sequence_as_set,l276-s3-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,sequence_as_bag,l276-s3-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,random_gallery,l276-s3-huang-2009,article:l276,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l255-s9-logakis-2009,article:l255,0,,,,,0.2,119
heldout_method,equal_facets,l255-s9-logakis-2009,article:l255,0,,,,,0.32,119
heldout_method,gower_field_pool,l255-s9-logakis-2009,article:l255,0,,,,,0.8,119
heldout_method,sequence_as_set,l255-s9-logakis-2009,article:l255,0,,,,,0.2,119
heldout_method,sequence_as_bag,l255-s9-logakis-2009,article:l255,0,,,,,0.2,119
heldout_method,random_gallery,l255-s9-logakis-2009,article:l255,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,equal_facets,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,gower_field_pool,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,sequence_as_set,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,sequence_as_bag,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,random_gallery,l260-s2-haggenmueller-2006,article:l260,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l287-s2-jang-2008,article:l287,0,,,,,0.8,117
heldout_method,equal_facets,l287-s2-jang-2008,article:l287,0,,,,,0.6,117
heldout_method,gower_field_pool,l287-s2-jang-2008,article:l287,0,,,,,1.0,117
heldout_method,sequence_as_set,l287-s2-jang-2008,article:l287,0,,,,,0.6,117
heldout_method,sequence_as_bag,l287-s2-jang-2008,article:l287,0,,,,,0.8,117
heldout_method,random_gallery,l287-s2-jang-2008,article:l287,0,,,,,0.3162393162393162,117
heldout_method,balanced_strict,l282-s2-cui-2008,article:l282,0,,,,,0.8,118
heldout_method,equal_facets,l282-s2-cui-2008,article:l282,0,,,,,0.4,118
heldout_method,gower_field_pool,l282-s2-cui-2008,article:l282,0,,,,,1.0,118
heldout_method,sequence_as_set,l282-s2-cui-2008,article:l282,0,,,,,0.4,118
heldout_method,sequence_as_bag,l282-s2-cui-2008,article:l282,0,,,,,0.8,118
heldout_method,random_gallery,l282-s2-cui-2008,article:l282,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l308-s3-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,equal_facets,l308-s3-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,gower_field_pool,l308-s3-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,sequence_as_set,l308-s3-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,sequence_as_bag,l308-s3-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,random_gallery,l308-s3-demetrio-2013,article:l308,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l259-s3-chen-2017,article:l259,0,,,,,0.4,118
heldout_method,equal_facets,l259-s3-chen-2017,article:l259,0,,,,,0.4,118
heldout_method,gower_field_pool,l259-s3-chen-2017,article:l259,0,,,,,0.4,118
heldout_method,sequence_as_set,l259-s3-chen-2017,article:l259,0,,,,,0.2,118
heldout_method,sequence_as_bag,l259-s3-chen-2017,article:l259,0,,,,,0.2,118
heldout_method,random_gallery,l259-s3-chen-2017,article:l259,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,equal_facets,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,gower_field_pool,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,sequence_as_set,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,sequence_as_bag,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.4,118
heldout_method,random_gallery,l260-s5-haggenmueller-2006,article:l260,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l392-s1-wang-2020,article:l392,0,,,,,0.4,119
heldout_method,equal_facets,l392-s1-wang-2020,article:l392,0,,,,,0.4,119
heldout_method,gower_field_pool,l392-s1-wang-2020,article:l392,0,,,,,0.4,119
heldout_method,sequence_as_set,l392-s1-wang-2020,article:l392,0,,,,,0.4,119
heldout_method,sequence_as_bag,l392-s1-wang-2020,article:l392,0,,,,,0.4,119
heldout_method,random_gallery,l392-s1-wang-2020,article:l392,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,e410-s2-prasad-2021,article:e410,0,,,,,0.4,119
heldout_method,equal_facets,e410-s2-prasad-2021,article:e410,0,,,,,0.2,119
heldout_method,gower_field_pool,e410-s2-prasad-2021,article:e410,0,,,,,0.4,119
heldout_method,sequence_as_set,e410-s2-prasad-2021,article:e410,0,,,,,0.4,119
heldout_method,sequence_as_bag,e410-s2-prasad-2021,article:e410,0,,,,,0.4,119
heldout_method,random_gallery,e410-s2-prasad-2021,article:e410,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l276-s4-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,equal_facets,l276-s4-huang-2009,article:l276,0,,,,,0.4,118
heldout_method,gower_field_pool,l276-s4-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,sequence_as_set,l276-s4-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,sequence_as_bag,l276-s4-huang-2009,article:l276,0,,,,,0.6,118
heldout_method,random_gallery,l276-s4-huang-2009,article:l276,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l289-s1-motaung-2012,article:l289,0,,,,,0.6,119
heldout_method,equal_facets,l289-s1-motaung-2012,article:l289,0,,,,,0.8,119
heldout_method,gower_field_pool,l289-s1-motaung-2012,article:l289,0,,,,,0.6,119
heldout_method,sequence_as_set,l289-s1-motaung-2012,article:l289,0,,,,,0.4,119
heldout_method,sequence_as_bag,l289-s1-motaung-2012,article:l289,0,,,,,0.6,119
heldout_method,random_gallery,l289-s1-motaung-2012,article:l289,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l294-s6-sarwar-2007,article:l294,0,,,,,0.2,118
heldout_method,equal_facets,l294-s6-sarwar-2007,article:l294,0,,,,,0.2,118
heldout_method,gower_field_pool,l294-s6-sarwar-2007,article:l294,0,,,,,0.8,118
heldout_method,sequence_as_set,l294-s6-sarwar-2007,article:l294,0,,,,,0.2,118
heldout_method,sequence_as_bag,l294-s6-sarwar-2007,article:l294,0,,,,,0.4,118
heldout_method,random_gallery,l294-s6-sarwar-2007,article:l294,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,e139-s6-hassinger-2016,article:e139,0,,,,,0.2,119
heldout_method,equal_facets,e139-s6-hassinger-2016,article:e139,0,,,,,0.4,119
heldout_method,gower_field_pool,e139-s6-hassinger-2016,article:e139,0,,,,,0.2,119
heldout_method,sequence_as_set,e139-s6-hassinger-2016,article:e139,0,,,,,0.2,119
heldout_method,sequence_as_bag,e139-s6-hassinger-2016,article:e139,0,,,,,0.2,119
heldout_method,random_gallery,e139-s6-hassinger-2016,article:e139,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l306-s2-jiang-2008,article:l306,0,,,,,0.2,118
heldout_method,equal_facets,l306-s2-jiang-2008,article:l306,0,,,,,0.0,118
heldout_method,gower_field_pool,l306-s2-jiang-2008,article:l306,0,,,,,0.2,118
heldout_method,sequence_as_set,l306-s2-jiang-2008,article:l306,0,,,,,0.4,118
heldout_method,sequence_as_bag,l306-s2-jiang-2008,article:l306,0,,,,,0.4,118
heldout_method,random_gallery,l306-s2-jiang-2008,article:l306,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,e408-s24-prasad-2021,article:e408,0,,,,,0.4,119
heldout_method,equal_facets,e408-s24-prasad-2021,article:e408,0,,,,,0.4,119
heldout_method,gower_field_pool,e408-s24-prasad-2021,article:e408,0,,,,,0.4,119
heldout_method,sequence_as_set,e408-s24-prasad-2021,article:e408,0,,,,,0.4,119
heldout_method,sequence_as_bag,e408-s24-prasad-2021,article:e408,0,,,,,0.4,119
heldout_method,random_gallery,e408-s24-prasad-2021,article:e408,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l236-s9-fukushima-2012,article:l236,0,,,,,0.2,119
heldout_method,equal_facets,l236-s9-fukushima-2012,article:l236,0,,,,,0.0,119
heldout_method,gower_field_pool,l236-s9-fukushima-2012,article:l236,0,,,,,0.4,119
heldout_method,sequence_as_set,l236-s9-fukushima-2012,article:l236,0,,,,,0.2,119
heldout_method,sequence_as_bag,l236-s9-fukushima-2012,article:l236,0,,,,,0.0,119
heldout_method,random_gallery,l236-s9-fukushima-2012,article:l236,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l306-s3-jiang-2008,article:l306,0,,,,,0.4,118
heldout_method,equal_facets,l306-s3-jiang-2008,article:l306,0,,,,,0.0,118
heldout_method,gower_field_pool,l306-s3-jiang-2008,article:l306,0,,,,,0.2,118
heldout_method,sequence_as_set,l306-s3-jiang-2008,article:l306,0,,,,,0.4,118
heldout_method,sequence_as_bag,l306-s3-jiang-2008,article:l306,0,,,,,0.4,118
heldout_method,random_gallery,l306-s3-jiang-2008,article:l306,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l120-s2-murugaraj-2005,article:l120,0,,,,,0.4,118
heldout_method,equal_facets,l120-s2-murugaraj-2005,article:l120,0,,,,,0.6,118
heldout_method,gower_field_pool,l120-s2-murugaraj-2005,article:l120,0,,,,,0.4,118
heldout_method,sequence_as_set,l120-s2-murugaraj-2005,article:l120,0,,,,,0.4,118
heldout_method,sequence_as_bag,l120-s2-murugaraj-2005,article:l120,0,,,,,0.4,118
heldout_method,random_gallery,l120-s2-murugaraj-2005,article:l120,0,,,,,0.3220338983050847,118
masked_record,balanced_strict,e116-s21-prasad-2018,article:e116,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,e116-s21-prasad-2018,article:e116,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,e116-s21-prasad-2018,article:e116,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,e116-s21-prasad-2018,article:e116,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,e116-s21-prasad-2018,article:e116,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l225-s8-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l225-s8-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l225-s8-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l225-s8-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l225-s8-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l182-s7-hoepfner-2017,article:l182,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l182-s7-hoepfner-2017,article:l182,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l182-s7-hoepfner-2017,article:l182,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l182-s7-hoepfner-2017,article:l182,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l182-s7-hoepfner-2017,article:l182,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l254-s7-castillo-2011,article:l254,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l254-s7-castillo-2011,article:l254,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l254-s7-castillo-2011,article:l254,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l254-s7-castillo-2011,article:l254,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l254-s7-castillo-2011,article:l254,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l171-s15-rittigstein-2006,article:l171,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l171-s15-rittigstein-2006,article:l171,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l171-s15-rittigstein-2006,article:l171,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l171-s15-rittigstein-2006,article:l171,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l171-s15-rittigstein-2006,article:l171,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l320-s2-wang-2014,article:l320,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l320-s2-wang-2014,article:l320,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l320-s2-wang-2014,article:l320,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l320-s2-wang-2014,article:l320,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l320-s2-wang-2014,article:l320,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l324-s5-zhu-2017,article:l324,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l324-s5-zhu-2017,article:l324,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l324-s5-zhu-2017,article:l324,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l324-s5-zhu-2017,article:l324,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l324-s5-zhu-2017,article:l324,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l225-s1-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l225-s1-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l225-s1-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l225-s1-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l225-s1-ma-2007,article:l225,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l196-s4-petersson-2006,article:l196,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l196-s4-petersson-2006,article:l196,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l196-s4-petersson-2006,article:l196,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l196-s4-petersson-2006,article:l196,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l196-s4-petersson-2006,article:l196,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l385-s3-bailey-2019,article:l385,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l385-s3-bailey-2019,article:l385,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l385-s3-bailey-2019,article:l385,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l385-s3-bailey-2019,article:l385,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l385-s3-bailey-2019,article:l385,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l308-s4-demetrio-2013,article:l308,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l308-s4-demetrio-2013,article:l308,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l308-s4-demetrio-2013,article:l308,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l308-s4-demetrio-2013,article:l308,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l308-s4-demetrio-2013,article:l308,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l262-s5-oyarzabal-2016,article:l262,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l262-s5-oyarzabal-2016,article:l262,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l262-s5-oyarzabal-2016,article:l262,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l262-s5-oyarzabal-2016,article:l262,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l262-s5-oyarzabal-2016,article:l262,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l110-s7-singha-2008,article:l110,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l110-s7-singha-2008,article:l110,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l110-s7-singha-2008,article:l110,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l110-s7-singha-2008,article:l110,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l110-s7-singha-2008,article:l110,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l238-s3-zhao-2008,article:l238,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l238-s3-zhao-2008,article:l238,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l238-s3-zhao-2008,article:l238,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l238-s3-zhao-2008,article:l238,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l238-s3-zhao-2008,article:l238,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l140-s9-gao-2012,article:l140,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l140-s9-gao-2012,article:l140,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l140-s9-gao-2012,article:l140,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l140-s9-gao-2012,article:l140,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l140-s9-gao-2012,article:l140,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l210-s4-zhang-2014,article:l210,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l210-s4-zhang-2014,article:l210,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l210-s4-zhang-2014,article:l210,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l210-s4-zhang-2014,article:l210,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l210-s4-zhang-2014,article:l210,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l380-s1-zhao-2017,article:l380,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l380-s1-zhao-2017,article:l380,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l380-s1-zhao-2017,article:l380,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l380-s1-zhao-2017,article:l380,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l380-s1-zhao-2017,article:l380,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l386-s54-jimenez-2019,article:l386,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l386-s54-jimenez-2019,article:l386,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l386-s54-jimenez-2019,article:l386,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l386-s54-jimenez-2019,article:l386,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l386-s54-jimenez-2019,article:l386,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l121-s8-nelson-2005,article:l121,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l121-s8-nelson-2005,article:l121,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l121-s8-nelson-2005,article:l121,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l121-s8-nelson-2005,article:l121,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l121-s8-nelson-2005,article:l121,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l379-s8-liu-2017,article:l379,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l379-s8-liu-2017,article:l379,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l379-s8-liu-2017,article:l379,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l379-s8-liu-2017,article:l379,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l379-s8-liu-2017,article:l379,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l211-s17-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l211-s17-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l211-s17-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l211-s17-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l211-s17-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l396-s6-ghosh-2013,article:l396,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l396-s6-ghosh-2013,article:l396,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l396-s6-ghosh-2013,article:l396,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l396-s6-ghosh-2013,article:l396,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l396-s6-ghosh-2013,article:l396,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l111-s3-singha-2009,article:l111,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l111-s3-singha-2009,article:l111,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l111-s3-singha-2009,article:l111,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l111-s3-singha-2009,article:l111,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l111-s3-singha-2009,article:l111,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l211-s15-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l211-s15-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l211-s15-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l211-s15-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l211-s15-ash-2004,article:l211,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l313-s2-huang-2014,article:l313,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l313-s2-huang-2014,article:l313,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l313-s2-huang-2014,article:l313,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l313-s2-huang-2014,article:l313,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l313-s2-huang-2014,article:l313,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l290-s24-si-2006,article:l290,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l290-s24-si-2006,article:l290,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l290-s24-si-2006,article:l290,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l290-s24-si-2006,article:l290,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l290-s24-si-2006,article:l290,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l229-s2-bao-2011,article:l229,0,1.0,1.0,1.0,1,,119
masked_record,equal_facets,l229-s2-bao-2011,article:l229,0,1.0,1.0,1.0,1,,119
masked_record,gower_field_pool,l229-s2-bao-2011,article:l229,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_set,l229-s2-bao-2011,article:l229,0,1.0,1.0,1.0,1,,119
masked_record,sequence_as_bag,l229-s2-bao-2011,article:l229,0,1.0,1.0,1.0,1,,119
masked_record,balanced_strict,l203-s17-ma-2009,article:l203,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l203-s17-ma-2009,article:l203,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l203-s17-ma-2009,article:l203,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l203-s17-ma-2009,article:l203,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_bag,l203-s17-ma-2009,article:l203,0,1.0,1.0,1.0,1,,120
masked_record,balanced_strict,l383-s1-sadeghi-2017,article:l383,0,1.0,1.0,1.0,1,,120
masked_record,equal_facets,l383-s1-sadeghi-2017,article:l383,0,1.0,1.0,1.0,1,,120
masked_record,gower_field_pool,l383-s1-sadeghi-2017,article:l383,0,1.0,1.0,1.0,1,,120
masked_record,sequence_as_set,l383-s1-sadeghi-2017,article:l383,0,1.0,1.0,1.0,1,,120
